mode = static
n_threads, time
1, 21.656937
2, 12.115520
3, 8.345598
4, 6.720099
5, 4.937760
6, 4.315788
7, 4.088266
8, 4.194716

mode = dynamic
n_threads, time
1, inf
2, inf
3, inf
4, inf
5, inf
6, inf
7, inf
8, inf

mode = guided
n_threads, time
1, 20.609062
2, 11.315100
3, 7.786210
4, 6.053806
5, 5.329544
6, 4.317643
7, 4.459427
8, 4.349746

mode = auto
n_threads, time
1, 20.807891
2, 11.290858
3, 7.910001
4, 6.036546
5, 5.230085
6, 4.709080
7, 4.335436
8, 4.340266
